FC gene
-1.46687673332559 ARHGDIG
-0.0789031697211562 ARHGEF1
1.30093315552482 ARHGEF10
3.07871075922414 ARHGEF10L
0.458924807099258 ARHGEF11
0.127205183239345 ARHGEF12
3.06023821818622 ARHGEF15
1.74848723357652 ARHGEF16
2.77998034790142 ARHGEF17
0.580124925398003 ARHGEF18
0.488904956695476 ARHGEF19
1.47320225710522 ARHGEF2
-0.246525281873242 ARHGEF25
1.84223628409817 ARHGEF26
0.854936037922914 ARHGEF28
0.17261911970006 ARHGEF3
2.30478104172818 ARHGEF33
-1.06861731371957 ARHGEF34P
5.21217887717955 ARHGEF35
1.18501902422884 ARHGEF37
-0.496547244691191 ARHGEF39
